"lang"
{
	"Language"		"English"

		"DOTA_Tooltip_ability_lich_custom_frost_armor"                                    "Ice Armor"
		"DOTA_Tooltip_ability_lich_custom_frost_armor_Description"                        "Creates a shield around the target friendly unit, hero or building, which adds armor and slows attacking units."
		"DOTA_Tooltip_ability_lich_custom_frost_armor_Note0"                              "If autocast is activated, Lich will cast this spell on nearby allies who are damaged."
		"DOTA_Tooltip_ability_lich_custom_frost_armor_Lore"                               "Originally crafted during his ambush for self-defense, the Lich is capable of enchanting others with a formidable defense of frost magic."
		"DOTA_Tooltip_ability_lich_custom_frost_armor_armor_bonus"                        "ALLY ARMOR BONUS:"
		"DOTA_Tooltip_ability_lich_custom_frost_armor_slow_movement_speed"                "%ENEMY MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_lich_custom_frost_armor_slow_attack_speed"                  "ENEMY ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_lich_custom_frost_armor_slow_duration"                      "SLOW DURATION:"
		"DOTA_Tooltip_ability_lich_custom_frost_armor_armor_duration"                     "ARMOR DURATION:"
		
		"DOTA_Tooltip_modifier_custom_lich_frost_armor_buff"                              "Ice Armor"
		"DOTA_Tooltip_modifier_custom_lich_frost_armor_buff_Description"                  "Adds %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor and slows attacking units."
		
		"DOTA_Tooltip_modifier_custom_lich_frost_armor_slow_debuff"                       "Ice Armor Slow"
		"DOTA_Tooltip_modifier_custom_lich_frost_armor_slow_debuff_Description"           "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_lich_custom_dark_ritual"                                    "Dark Ritual"
		"DOTA_Tooltip_ability_lich_custom_dark_ritual_Description"                        "Sacrifices a friendly creep and converts its current hit points into mana."
		"DOTA_Tooltip_ability_lich_custom_dark_ritual_Note0"                              "Nobody gains experience from the sacrificed creep (neither Lich nor his allies)"
		"DOTA_Tooltip_ability_lich_custom_dark_ritual_Lore"                               "It was not unheard of Lich to make examples out of those who contested his rule during his human life."
		"DOTA_Tooltip_ability_lich_custom_dark_ritual_health_conversion"                  "%CURRENT HP TO MANA:"

		"DOTA_Tooltip_ability_lich_custom_death_and_decay"                                "Death And Decay"
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_Description"                    "Steeps an area in death resonance, damaging enemy units and buildings based on their max HP. Damage is dealt in 1 second intervals."
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_Note0"                          "This ability destroys trees."
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_Lore"                           "A section of the world slowly decays and dies."
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_radius"                         "RADIUS:"
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_damage"                         "%MAX HP AS DAMAGE:"
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_damage_buildings"               "%MAX HP AS DAMAGE (BUILDINGS):"
		//"DOTA_Tooltip_ability_lich_custom_death_and_decay_tick_rate"                      "TICK RATE:"
		"DOTA_Tooltip_ability_lich_custom_death_and_decay_duration"                       "DURATION:"
		
		"DOTA_Tooltip_modifier_custom_death_and_decay_debuff"                             "Death And Decay"
		"DOTA_Tooltip_modifier_custom_death_and_decay_debuff_Description"                 "Taking damage over time while standing in Death and Decay radius."

		"DOTA_Tooltip_modifier_custom_death_and_decay_buildings_debuff"                   "Death And Decay"
		"DOTA_Tooltip_modifier_custom_death_and_decay_buildings_debuff_Description"       "This building is taking damage over time."

		"DOTA_Tooltip_ability_lich_custom_ice_storm"                                      "Ice Storm"
		"DOTA_Tooltip_ability_lich_custom_ice_storm_Description"                          "Strikes all enemy heroes with damaging ice, no matter where they may be. All enemy heroes on the map are mini-stunned and take damage over time."
		"DOTA_Tooltip_ability_lich_custom_ice_storm_Note0"                                "Invisible enemy heroes are also affected."
		"DOTA_Tooltip_ability_lich_custom_ice_storm_Lore"                                 "Nobody can escape the wrath of the Lich."
		"DOTA_Tooltip_ability_lich_custom_ice_storm_damage_per_second"                    "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_lich_custom_ice_storm_duration"                             "DURATION:"
		"DOTA_Tooltip_ability_lich_custom_ice_storm_mini_stun_duration"                   "MINI-STUN DURATION:"
		
		"DOTA_Tooltip_modifier_lich_custom_ice_storm_damage"                              "Ice Storm"
		"DOTA_Tooltip_modifier_lich_custom_ice_storm_damage_Description"                  "Taking damage over time."

		"DOTA_Tooltip_ability_lich_custom_freezing_touch"                                 "Freezing Touch"
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_Description"                     "Every time Lich damages enemies he slows them. This ability works with attacks, all spells and items."
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_Note0"                           "Slow stacks independently with other slows."
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_Lore"                            "Freezes everything he touches."
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_duration"                        "DURATION:"
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_move_speed_slow"                 "%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_lich_custom_freezing_touch_attack_speed_slow"               "ATTACK SPEED SLOW:"
		
		"DOTA_Tooltip_modifier_lich_custom_freezing_touch_debuff"                         "Freezing Touch"
		"DOTA_Tooltip_modifier_lich_custom_freezing_touch_debuff_Description"             "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_ability_special_bonus_unique_lich_custom_2"                         "Dark Ritual Can Target Ancients and Enemy Units"

		// ******************** LIFESTEALER ********************
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life"                            "Absorb Life"
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life_Description"                "Deals %base_damage% + damage based on enemy current health. Heals Lifestealer for the damage done."
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life_Lore"						  "Stealing life in every way possible."
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life_base_damage"                "BASE DAMAGE:"
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life_hp_percent_damage"          "%HP PERCENT DAMAGE:"
		"DOTA_Tooltip_ability_life_stealer_custom_absorb_life_radius"                     "RADIUS:"
		
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting"                           "Poison Sting"
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_Description"               "N'aix attacks sting, adding a poison-based damage and slowing movement speed."
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_Lore"					  "The paralytic sting of the creature which caused his transformation now belongs to the Lifestealer."
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_Note0"                     "Poison Sting damage can be lethal."
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_Note1"                     "Damage from Poison Sting does not interrupt healing from items, nor does it activate the cooldown on Blink Dagger."
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_duration"                  "DURATION:"
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_damage"                    "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_move_speed_slow"           "%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_life_stealer_custom_poison_sting_heal_reduction"            "%HEAL REDUCTION:"

		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy"                        				"Anabolic Frenzy"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_Description"            				"Lifestealer goes into frenzy and cripples an enemy unit, slowing his movement speed and attack speed for the duration. Frenzied N'aix gains more attack and movement speed for the duration. \n\nPassive: Anabolic - grants bonus attack speed and bonus movement speed."
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_Lore"					  				"Ghouls like N'aix get frenzied very easily."
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_Note0"								"Passive bonuses fully stacks with other attack speed and movement speed increasing effects."
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_Note1"								"Illusions fully benefit from the passive bonuses of this spell."
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_Note2"								"Frenzy buff and slow (Crippled) debuff can be dispelled."
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_passive_bonus_movement_speed_pct"		"%PASSIVE BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_passive_bonus_attack_speed"			"PASSIVE BONUS ATTACK SPEED:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_active_bonus_movement_speed_pct"		"%ACTIVE BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_active_bonus_attack_speed"			"ACTIVE BONUS ATTACK SPEED:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_movement_speed_slow"    				"%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_attack_speed_slow"      				"ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_life_stealer_custom_anabolic_frenzy_duration"               				"DURATION:"
		
		"DOTA_Tooltip_modifier_anabolic_frenzy_active"                                    "Anabolic Frenzy"
		"DOTA_Tooltip_modifier_anabolic_frenzy_active_Description"                        "Increased movement speed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and increased attack speed by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_modifier_anabolic_frenzy_slow"                                      "Anabolic Frenzy Cripple"
		"DOTA_Tooltip_modifier_anabolic_frenzy_slow_Description"                          "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_life_stealer_custom_rage"                                   "Rage"
		"DOTA_Tooltip_ability_life_stealer_custom_rage_Description"                       "Shrugging off magic spells as if they were insects, N'aix closes in on his prey, poison oozing from his jaws and a maddened rage in his eyes. N'aix goes into a maddened rage, becoming Spell Immune and gaining increased attack damage."
		"DOTA_Tooltip_ability_life_stealer_custom_rage_Lore"                              "The madness and brutality of N'aix makes him a vicious and unrelenting foe in combat."
		"DOTA_Tooltip_ability_life_stealer_custom_rage_damage_bonus"                      "DAMAGE BONUS:"
		"DOTA_Tooltip_ability_life_stealer_custom_rage_duration"                          "DURATION:"
		
		"DOTA_Tooltip_modifier_custom_rage_buff"                                          "Rage"
		"DOTA_Tooltip_modifier_custom_rage_buff_Description"                              "Spell Immune and increased attack damage."

		// ******************** MANA EATER ********************
		"DOTA_Tooltip_ability_mana_eater_mana_regen"                                      "Mana Eater Mana Regen"
		"DOTA_Tooltip_ability_mana_eater_mana_regen_Description"                          ""

		"DOTA_Tooltip_modifier_mana_eater_negative_mana_regen"                            "Negative Mana Regen"
		"DOTA_Tooltip_modifier_mana_eater_negative_mana_regen_Description"                "Mana Eater has -5 base mana regeneration."

		"DOTA_Tooltip_ability_mana_eater_mana_shell"                                      "Mana Shell"
		"DOTA_Tooltip_ability_mana_eater_mana_shell_Description"                          "Mana Eater gains mana by taking damage from enemies."
		"DOTA_Tooltip_ability_mana_eater_mana_shell_Lore"                                 "Years of meditation and obsession with mana have modified Mana Eater's skin to gain food from the damage it takes."
		"DOTA_Tooltip_ability_mana_eater_mana_shell_Note0"                                "Mana Shell doesn't work on Mana Eater's illusions."
		"DOTA_Tooltip_ability_mana_eater_mana_shell_Note1"                                "HP Removal from Soul Ring and Armlet doesn't work with Mana Shell. But works with other self damage or allied damage."
		"DOTA_Tooltip_ability_mana_eater_mana_shell_mana_percentage"                      "%DAMAGE TAKEN CONVERTED TO MANA:"

		"DOTA_Tooltip_ability_mana_eater_mystic_bolt"                                     "Mystic Bolt"
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_Description"                         "Launches a bolt of mystic energy, dealing damage to an enemy unit based on Mana Eater's current mana. Mystic Bolt's mana cost is 100%% of the caster's current mana. If the caster has 0 mana, bolt will deal only the base damage. Mystic Bolt will deal physical damage to units inside Anti-Magic field."
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_Lore"                                "When casting this spell, Mana Eater consumes his mana entirely and feasts on residual mystical energies."
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_Note0"                               "Mana Eater can never be out of mana to cast this spell."
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_Note1"                               "Mystic Bolt can be disjointed."
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_bolt_vision"                         "BOLT VISION:"
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_vision_duration"                     "VISION DURATION:"
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_base_damage"                         "BASE DAMAGE:"
		"DOTA_Tooltip_ability_mana_eater_mystic_bolt_damage_per_mana"                     "DAMAGE PER MANA:"

		"DOTA_Tooltip_ability_mana_eater_anti_magic_field"                                "Anti-Magic Field"
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_Description"                    "Generates a circular distortion field of pure energy that grants immunity to magic damage to all units, heroes and buildings within. Enemies inside the field also can't use items and their spells have no effect, wasting the mana and going on cooldown if used."
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_Lore"                           "This Faerie Dragon hates magic more than Anti-Mage."
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_Note0"                          "Enemies inside Anti-Magic field are muted and spell-cast disabled. Spell-cast Disable doesn't allow spells to work if used."
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_Note1"                          "This ability destroys trees."
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_Note2"                          "Both allies and enemies have magic immunity while inside the field. This ability doesn't give evasion!"
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_radius"                         "RADIUS:"
		"DOTA_Tooltip_ability_mana_eater_anti_magic_field_duration"                       "DURATION:"
		
		"DOTA_Tooltip_modifier_anti_magic_field_debuff"                                   "Anti-Magic Field"
		"DOTA_Tooltip_modifier_anti_magic_field_debuff_Description"                       "Muted, casted spells have no effect."

		"DOTA_Tooltip_modifier_anti_magic_field_buff"                                     "Magic Immunity"
		"DOTA_Tooltip_modifier_anti_magic_field_buff_Description"                         "Immune to magic damage."

		"DOTA_Tooltip_ability_mana_eater_mana_flare"                                      "Mana Flare"
		"DOTA_Tooltip_ability_mana_eater_mana_flare_Description"                          "CHANNELED - Mana Eater fires mana flares at enemy heroes who dare to cast spells. Mana Flare deals damage equal to the damage multiplier times the mana spent by the enemy. Mana Eater also gains bonus armor while channeling."
		"DOTA_Tooltip_ability_mana_eater_mana_flare_Lore"                                 "Like all Faerie Dragons, Mana Eater is a nightmare for spell-casters."
		"DOTA_Tooltip_ability_mana_eater_mana_flare_Note0"                                "Mana Flare deals damage after the actual spell is cast."
		"DOTA_Tooltip_ability_mana_eater_mana_flare_Note1"                                "Mana Flare works normally on heroes and units inside Anti-Magic field."
		"DOTA_Tooltip_ability_mana_eater_mana_flare_duration"                             "MAX DURATION:"
		"DOTA_Tooltip_ability_mana_eater_mana_flare_radius"                               "RADIUS:"
		"DOTA_Tooltip_ability_mana_eater_mana_flare_bonus_armor"                          "BONUS ARMOR:"
		"DOTA_Tooltip_ability_mana_eater_mana_flare_damage_per_used_mana"                 "DAMAGE PER USED MANA:"
		
		"DOTA_Tooltip_modifier_mana_flare_armor_buff"                                     "Mana Flare Source"
		"DOTA_Tooltip_modifier_mana_flare_armor_buff_Description"                         "Increased armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% and damaging units that spend mana."

		"DOTA_Tooltip_modifier_mana_flare_debuff"                                         "Mana Flare"
		"DOTA_Tooltip_modifier_mana_flare_debuff_Description"                             "Takes damage when spending mana."

		"DOTA_Tooltip_ability_mana_eater_absorb_mana"                                     "Absorb Mana"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_Description"                         "Transfers a percentage of current mana from the target enemy to the Mana Eater. Kills illusions instantly."
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_Lore"                                "Mana Draining is too slow. Eating mana is the best."
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_Note0"                               "This spell has no effect on units without mana."
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_duration"                            "DURATION:"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_mana_transfered"                     "%CURRENT MANA ABSORB:"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_mana_transfered_scepter"             "%SCEPTER CURRENT MANA ABSORB:"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_bonus_mana_scepter"                  "SCEPTER BONUS MANA:"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_buff_duration_scepter"               "SCEPTER BONUS MANA DURATION:"
		"DOTA_Tooltip_ability_mana_eater_absorb_mana_scepter_description"			      "Increases current mana absorb values and if the mana absorbed is higher than the Mana Eater's mana pool, his mana pool will be increased temporarily."
		
		"DOTA_Tooltip_modifier_absorb_bonus_mana_scepter"                                 "Bonus Mana (Scepter)"
		"DOTA_Tooltip_modifier_absorb_bonus_mana_scepter_Description"                     "Increased mana pool by %dMODIFIER_PROPERTY_MANA_BONUS%."

		"DOTA_Tooltip_ability_mana_eater_emp"                                             "EMP"
		"DOTA_Tooltip_ability_mana_eater_emp_Description"                                 "Mana Eater builds up a charge of electromagnetic energy inside himself which automatically detonates after %delay% seconds. The detonation drains %mana_burned%%% mana from units in the area. Deals damage for each point of mana drained. Mana Eater gains %mana_gained_per_mana_burned%%% of the mana drained. EMP detonation kills illusions instantly."
		"DOTA_Tooltip_ability_mana_eater_emp_Lore"                                        "Endoleon's Malevolent Perturbation."
		"DOTA_Tooltip_ability_mana_eater_emp_Note0"                                       "The damage and the restored mana are dependent on the amount of mana burned on the enemies. This means if the enemy had no mana left to burn, it deals no damage to it and does not restore Mana Eater's mana."
		"DOTA_Tooltip_ability_mana_eater_emp_radius"                                      "RADIUS:"
		"DOTA_Tooltip_ability_mana_eater_emp_mana_burned"                                 "%PERCENTAGE OF MAX MANA TO DRAIN:"
		"DOTA_Tooltip_ability_mana_eater_emp_damage_per_mana_burned"                      "DAMAGE PER MANA BURNED:"
		"DOTA_Tooltip_ability_mana_eater_emp_mana_gained_per_mana_burned"                 "%SELF MANA GAIN PER BURNED MANA:"
		"DOTA_Tooltip_ability_mana_eater_emp_delay"                                       "CHARGE TIME:"
		
		"DOTA_Tooltip_ability_special_bonus_unique_mana_eater_2"                                  "Mana Shell Mana Gain On Damage Done"
		"DOTA_Tooltip_ability_special_bonus_unique_mana_eater_2_Description"                      "50% of the damage you dealt is gained as mana."

		// ******************** MOUNTAIN KING ********************
		"DOTA_Tooltip_ability_mountain_king_thunder_clap"                       "Thunder Clap"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_Description"           ""
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_radius"                "RADIUS:"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_duration"              "DURATION:"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_duration_creeps"       "DURATION CREEPS:"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_damage"                "DAMAGE:"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_movement_slow"         "%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_mountain_king_thunder_clap_attack_speed_slow"     "ATTACK SPEED SLOW:"
		
		"DOTA_Tooltip_modifier_mountain_king_thunder_clap"                      "Thunder Clap"
		"DOTA_Tooltip_modifier_mountain_king_thunder_clap_Description"          "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_mountain_king_bash"                               "Mountain Bash"
		"DOTA_Tooltip_ability_mountain_king_bash_Description"                   ""
		"DOTA_Tooltip_ability_mountain_king_bash_chance"                        "CHANCE:"
		"DOTA_Tooltip_ability_mountain_king_bash_bonus_damage"                  "BONUS DAMAGE:"
		"DOTA_Tooltip_ability_mountain_king_bash_duration"                      "DURATION:"
		"DOTA_Tooltip_ability_mountain_king_bash_duration_creep"                "DURATION CREEP:"

		// ******************** PALADIN ********************
		"DOTA_Tooltip_ability_paladin_holy_purification"								"Holy Purification"
		"DOTA_Tooltip_ability_paladin_holy_purification_Description"					"Creates a light that can instantly heal a friendly unit and damage all nearby enemy units or damage a single enemy and heal nearby allied units."
		"DOTA_Tooltip_ability_paladin_holy_purification_Lore"							"Every Paladin knows how to heal fellow warriors with pure light."
		"DOTA_Tooltip_ability_paladin_holy_purification_Note0"							"Can heal spell immune and invulnerable allies. Cannot damage spell immune enemies."
		"DOTA_Tooltip_ability_paladin_holy_purification_heal"                           "HEAL/DAMAGE:"
		"DOTA_Tooltip_ability_paladin_holy_purification_radius"                         "RADIUS:"

		"DOTA_Tooltip_ability_guardian_angel_holy_purification"							"Holy Purification"
		"DOTA_Tooltip_ability_guardian_angel_holy_purification_Description"				"Creates a light that can instantly heal a friendly unit and damage all nearby enemy units or damage a single enemy and heal nearby allied units."
		"DOTA_Tooltip_ability_guardian_angel_holy_purification_Lore"					"Angels taught Paladins how to heal with light."
		"DOTA_Tooltip_ability_guardian_angel_holy_purification_Note0"					"Can heal spell immune and invulnerable allies. Cannot damage spell immune enemies."
		"DOTA_Tooltip_ability_guardian_angel_holy_purification_heal"                    "HEAL/DAMAGE:"
		"DOTA_Tooltip_ability_guardian_angel_holy_purification_radius"                  "RADIUS:"

		"DOTA_Tooltip_ability_paladin_storm_hammer"                                     "Paladin's Hammer"
		"DOTA_Tooltip_ability_paladin_storm_hammer_Description"                         "Paladin unleashes his magical hammer that deals damage and stuns enemy units."
		"DOTA_Tooltip_ability_paladin_storm_hammer_Lore"								"Mountain King's teachings are very useful."
		"DOTA_Tooltip_ability_paladin_storm_hammer_Note0"								"Paladin's Hammer can be disjointed."
		//"DOTA_Tooltip_ability_paladin_storm_hammer_bolt_speed"                          "BOLT SPEED:"
		"DOTA_Tooltip_ability_paladin_storm_hammer_bolt_stun_duration"                  "STUN DURATION:"
		"DOTA_Tooltip_ability_paladin_storm_hammer_bolt_aoe"                            "STUN RADIUS:"
		//"DOTA_Tooltip_ability_paladin_storm_hammer_vision_radius"                       "VISION RADIUS:"
		//"DOTA_Tooltip_ability_paladin_storm_hammer_bolt_damage"                         "BOLT DAMAGE:"
		
		"DOTA_Tooltip_ability_guardian_angel_bash"                                      "Angel's Bash"
		"DOTA_Tooltip_ability_guardian_angel_bash_Description"                          "Angel has a chance to stun on attack. The duration is doubled against creeps."
		"DOTA_Tooltip_ability_guardian_angel_bash_Lore"									"Angel swings can stun anyone."
		"DOTA_Tooltip_ability_guardian_angel_bash_Note0"								"Stun works on Spell Immune units."
		"DOTA_Tooltip_ability_guardian_angel_bash_chance"                               "%CHANCE:"
		//"DOTA_Tooltip_ability_guardian_angel_bash_bonus_damage"                         "BONUS DAMAGE:"
		"DOTA_Tooltip_ability_guardian_angel_bash_duration"                             "DURATION:"
		"DOTA_Tooltip_ability_guardian_angel_bash_duration_creep"                       "DURATION (CREEPS):"
		
		"DOTA_Tooltip_ability_paladin_holy_strike"										"Holy Strike"
		"DOTA_Tooltip_ability_paladin_holy_strike_Description"							"Paladin gains bonus attack range and deals additional pure damage based on his attack damage when Holy Strike is off cooldown. When attack lands Holy Strike goes on cooldown."
		"DOTA_Tooltip_ability_paladin_holy_strike_Lore"									"Paladin turns his hammer into a weapon of chaos for a brief moment."
		"DOTA_Tooltip_ability_paladin_holy_strike_Note0"								"Holy Strike cannot be used while silenced."
		"DOTA_Tooltip_ability_paladin_holy_strike_Note1"								"Holy Strike can be cast manually."
		"DOTA_Tooltip_ability_paladin_holy_strike_bonus_attack_range"					"BONUS ATTACK RANGE:"
		"DOTA_Tooltip_ability_paladin_holy_strike_percent_damage_as_pure"				"%ATTACK DAMAGE AS PURE:"

		"DOTA_Tooltip_ability_paladin_eternal_devotion"                                 "Eternal Devotion"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_Description"                     "Aura that gives additional armor to nearby friendly units. Also when Paladin dies, his Guardian Angel descends from the heavens to attack his enemies and protect his allies. Allies become immune to physical damage and have increased HP regeneration for a short time after Paladin's death. Guardian Angel has Holy Purification and Bash. Guardian Angel's damage is based on the killer's attack damage if the killer is a hero or a creep, otherwise it is based on Paladin's attack damage."
		"DOTA_Tooltip_ability_paladin_eternal_devotion_Lore"							"Paladin serves in death as well."
		"DOTA_Tooltip_ability_paladin_eternal_devotion_Note0"							"Guardian Angel is a unit that has spell immunity and physical immunity. But he is not immune to pure damage and his health is very low."
		"DOTA_Tooltip_ability_paladin_eternal_devotion_Note1"							"Guardian Angel buff is only applied to allied heroes and creeps that were near Paladin at the moment of his death."
		"DOTA_Tooltip_ability_paladin_eternal_devotion_Note2"							"Guardian Angel max duration is Paladin's respawn time."
		"DOTA_Tooltip_ability_paladin_eternal_devotion_buff_duration"                   "BUFF DURATION:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_buff_health_regen"               "BUFF HP REGEN:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_buff_radius"                     "BUFF RADIUS:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_angel_revenge_damage_multiplier" "ANGEL DMG MULTIPLIER:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_angel_min_duration"              "ANGEL MIN DURATION:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_aura_bonus_armor"                "AURA BONUS ARMOR:"
		"DOTA_Tooltip_ability_paladin_eternal_devotion_aura_radius"                     "AURA RADIUS:"
		
		"DOTA_Tooltip_modifier_custom_guardian_angel_buff"                              "Guardian Angel's Protection"
		"DOTA_Tooltip_modifier_custom_guardian_angel_buff_Description"                  "Immune to physical damage and increased HP regen."

		"DOTA_Tooltip_modifier_custom_devotion_aura_effect"                             "Eternal Devotion Aura"
		"DOTA_Tooltip_modifier_custom_devotion_aura_effect_Description"                 "Increased armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_ability_paladin_divine_retribution"                               "Divine Retribution"
		"DOTA_Tooltip_ability_paladin_divine_retribution_Description"                   "Paladin gains bonus damage and armor for a short time whenever an allied hero dies near him. Buff can be dispelled."
		"DOTA_Tooltip_ability_paladin_divine_retribution_Lore"							"Paladin becomes Schwarzenegger every time one of his friends die."
		"DOTA_Tooltip_ability_paladin_divine_retribution_buff_duration"                 "BUFF DURATION:"
		"DOTA_Tooltip_ability_paladin_divine_retribution_damage_bonus_percentage"       "%BONUS DAMAGE:"
		"DOTA_Tooltip_ability_paladin_divine_retribution_armor_bonus"                   "BONUS ARMOR:"
		"DOTA_Tooltip_ability_paladin_divine_retribution_aura_radius"                   "AURA RADIUS:"
		
		"DOTA_Tooltip_modifier_retribution_buff"                                        "Retribution"
		"DOTA_Tooltip_modifier_retribution_buff_Description"                            "Allied hero died near you. Increased attack damage and increased armor."

		"DOTA_Tooltip_ability_paladin_divine_shield"                                    "Divine Shield"
		"DOTA_Tooltip_ability_paladin_divine_shield_Description"                        "Creates a divine barrier around the target unit. Grants 100%% resistance to ALL damage. Divine Shield (without Aghanim Scepter) doesn't block stuns and other debuffs, just damage.\n\nDISPEL TYPE: Strong Dispel.\n\nUpgradable with Aghanim's Scepter."
		"DOTA_Tooltip_ability_paladin_divine_shield_shield_duration"                    "DURATION:"
